date,clock,stadium,class,attendance,Home Team,Goals Home,Away Team,Away Goals,home_possessions,away_possessions,home_shots,away_shots,home_on,away_on,home_off,away_off,home_blocked,away_blocked,home_pass,away_pass,home_chances,away_chances,home_corners,away_corners,home_offside,away_offside,home_tackles,away_tackles,home_duels,away_duels,home_saves,away_saves,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,links,match_name,home_name,away_name
20th August 2022,3:00 PM,Craven Cottage,h,"21,798",10,3,9,2,43.7,56.3,18,13,9,5,4,4,5,4,70.4,75.5,3,3,6,3,5,7,66.7,41.7,46.5,53.5,3,6,13,7,3,2,0,0,https://www.skysports.com/football/fulham-vs-brentford/464658,fulham-vs-brentford,fulham,brentford
20th August 2022,3:00 PM,The King Power Stadium,a,"30,850",18,1,20,2,62,38,6,9,1,3,3,5,2,1,81.7,71.6,0,3,2,5,0,1,73.3,63.2,45.9,54.1,1,0,11,15,2,3,0,0,https://www.skysports.com/football/leicester-city-vs-southampton/464660,leicester-city-vs-southampton,leicester-city,southampton
20th August 2022,5:30 PM,Vitality Stadium,a,"10,423",15,0,2,3,41.8,58.2,6,14,1,6,5,4,0,4,78.8,89.1,0,2,3,4,1,3,36.4,57.1,44.4,55.6,3,1,12,10,2,1,0,0,https://www.skysports.com/football/bournemouth-vs-arsenal/464655,bournemouth-vs-arsenal,bournemouth,arsenal
15th August 2022,8:00 PM,Anfield,d,"52,970",5,1,11,1,72.6,27.4,24,7,4,3,10,4,10,0,87,69,3,4,4,2,3,2,75,60.9,36,64,2,3,7,8,2,4,1,0,https://www.skysports.com/football/liverpool-vs-crystal-palace/464650,liverpool-vs-crystal-palace,liverpool,crystal-palace
14th August 2022,2:00 PM,The City Ground,h,"29,281",16,1,14,0,43.2,56.8,13,19,6,5,4,8,3,6,66,74.5,2,0,6,7,3,2,50,37.5,47.4,52.6,4,5,10,11,4,1,0,0,https://www.skysports.com/football/nottingham-forest-vs-west-ham-united/464652,nottingham-forest-vs-west-ham-united,nottingham-forest,west-ham-united
14th August 2022,4:30 PM,Stamford Bridge,d,"39,946",12,2,8,2,63.7,36.3,16,10,3,5,6,2,7,3,85.8,79.1,2,4,8,5,2,1,64.3,48,46.7,53.3,3,1,9,9,3,0,0,0,https://www.skysports.com/football/chelsea-vs-tottenham-hotspur/464649,chelsea-vs-tottenham-hotspur,chelsea,tottenham-hotspur
13th August 2022,12:30p,Villa Park,h,"41,883",7,2,17,1,57.5,42.5,12,15,4,4,4,2,4,9,84.1,77,3,0,5,8,2,3,60,68.8,53.8,46.2,4,1,9,7,4,1,0,0,https://www.skysports.com/football/aston-villa-vs-everton/464646,aston-villa-vs-everton,aston-villa,everton
13th August 2022,3:00 PM,Emirates Stadium,h,"60,033",2,4,18,2,49.9,50.1,19,6,7,2,8,3,4,1,83.5,81.1,3,1,6,2,2,3,75,58.3,57.6,42.4,1,4,15,9,1,1,0,0,https://www.skysports.com/football/arsenal-vs-leicester-city/464645,arsenal-vs-leicester-city,arsenal,leicester-city
13th August 2022,3:00 PM,Amex Stadium,d,"31,552",6,0,4,0,54.5,45.5,13,4,7,1,3,2,3,1,76.5,73.2,3,0,7,3,1,4,77.8,58.3,52.9,47.1,1,5,8,6,2,3,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-newcastle-united/464648,brighton-and-hove-albion-vs-newcastle-united,brighton-and-hove-albion,newcastle-united
13th August 2022,3:00 PM,Etihad Stadium,h,"53,453",1,4,15,0,66.7,33.3,19,3,7,1,6,1,6,1,93.2,81.6,2,0,11,1,2,1,50,50,52.9,47.1,1,4,9,9,0,3,0,0,https://www.skysports.com/football/manchester-city-vs-bournemouth/464651,manchester-city-vs-bournemouth,manchester-city,bournemouth
13th August 2022,3:00 PM,St. Mary's Stadium,d,"30,815",20,2,19,2,42.6,57.4,14,13,4,5,7,4,3,4,69.9,74,2,3,2,5,1,1,52.9,74.1,42.5,57.5,3,2,10,12,1,3,0,0,https://www.skysports.com/football/southampton-vs-leeds-united/464653,southampton-vs-leeds-united,southampton,leeds-united
13th August 2022,3:00 PM,Molineux,d,"31,178",13,0,10,0,59.6,40.4,7,9,1,3,5,5,1,1,79,71.6,2,1,5,3,1,0,61.1,42.1,53.6,46.4,3,1,7,14,3,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-fulham/464654,wolverhampton-wanderers-vs-fulham,wolverhampton-wanderers,fulham
13th August 2022,5:30 PM,Gtech Community Stadium,h,"17,051",9,4,3,0,33.3,66.7,13,15,7,4,3,7,3,4,65.5,84.6,2,0,8,2,1,2,66.7,58.3,41.7,58.3,4,3,6,15,0,4,0,0,https://www.skysports.com/football/brentford-vs-manchester-united/464647,brentford-vs-manchester-united,brentford,manchester-united
7th August 2022,2:00 PM,The King Power Stadium,d,"31,794",18,2,9,2,55.4,44.6,14,8,5,3,6,4,3,1,87.9,84.5,0,2,5,6,2,2,69.2,60,48.3,51.7,1,3,6,5,0,0,0,0,https://www.skysports.com/football/leicester-city-vs-brentford/464640,leicester-city-vs-brentford,leicester-city,brentford
7th August 2022,2:00 PM,Old Trafford,a,"73,711",3,1,6,2,62.9,37.1,17,15,5,4,5,6,7,5,82.5,70.2,1,1,6,2,3,1,66.7,64.3,55,45,2,5,7,12,4,1,0,0,https://www.skysports.com/football/manchester-united-vs-brighton-and-hove-albion/464643,manchester-united-vs-brighton-and-hove-albion,manchester-united,brighton-and-hove-albion
7th August 2022,4:30 PM,London Stadium,a,"62,443",14,0,1,2,24.6,75.4,6,14,1,2,2,8,3,4,78.3,92.9,0,3,1,4,4,1,42.9,66.7,47.6,52.4,0,1,8,4,0,1,0,0,https://www.skysports.com/football/west-ham-united-vs-manchester-city/464644,west-ham-united-vs-manchester-city,west-ham-united,manchester-city
6th August 2022,12:30p,Craven Cottage,d,"25,000",10,2,5,2,33.1,66.9,9,11,3,4,2,5,4,2,61.6,77.3,0,3,4,4,4,4,52,81.8,63.9,36.1,1,1,7,9,2,0,0,0,https://www.skysports.com/football/fulham-vs-liverpool/464638,fulham-vs-liverpool,fulham,liverpool
6th August 2022,3:00 PM,Vitality Stadium,h,"10,000",15,2,7,0,34.4,65.6,7,15,3,2,2,7,2,6,70.1,83.9,1,0,5,5,1,4,60,80,50,50,2,1,18,16,3,3,0,0,https://www.skysports.com/football/bournemouth-vs-aston-villa/464636,bournemouth-vs-aston-villa,bournemouth,aston-villa
6th August 2022,3:00 PM,Elland Road,h,"36,347",19,2,13,1,40.1,59.9,12,15,4,6,5,6,3,3,75.8,84.8,2,1,6,4,0,1,66.7,68.8,56.3,43.8,5,3,13,9,2,0,0,0,https://www.skysports.com/football/leeds-united-vs-wolverhampton-wanderers/464639,leeds-united-vs-wolverhampton-wanderers,leeds-united,wolverhampton-wanderers
6th August 2022,3:00 PM,"St James' Park, Newcastle",h,"52,245",4,2,16,0,61.4,38.6,23,5,10,0,8,3,5,2,80.8,70.4,2,0,11,1,2,0,68.4,73.3,42.9,57.1,0,7,9,14,0,3,0,0,https://www.skysports.com/football/newcastle-united-vs-nottingham-forest/464641,newcastle-united-vs-nottingham-forest,newcastle-united,nottingham-forest
6th August 2022,3:00 PM,Tottenham Hotspur Stadium,h,"61,732",8,4,20,1,57.5,42.5,18,10,8,2,6,5,4,3,85,82.2,1,0,10,2,2,0,62.5,42.9,54.2,45.8,1,5,11,6,3,0,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-southampton/464642,tottenham-hotspur-vs-southampton,tottenham-hotspur,southampton
6th August 2022,5:30 PM,Goodison Park,a,"39,254",17,0,12,1,37.3,62.7,8,15,4,6,3,3,1,6,73.4,86.6,0,1,4,16,0,2,70.8,47.4,35.3,64.7,5,3,14,11,3,2,0,0,https://www.skysports.com/football/everton-vs-chelsea/464637,everton-vs-chelsea,everton,chelsea
5th August 2022,8:00 PM,Selhurst Park,a,"25,286",11,0,2,2,56.3,43.7,10,10,2,2,2,4,6,4,86.7,82.2,2,1,3,5,1,2,50,55.2,41.7,58.3,1,2,16,11,1,2,0,0,https://www.skysports.com/football/crystal-palace-vs-arsenal/464635,crystal-palace-vs-arsenal,crystal-palace,arsenal
22nd May 2022,4:00 PM,Carrow Road,a,"27,022",22,0,8,5,40.4,59.6,9,19,0,13,5,4,4,2,79.9,89.7,0,6,3,2,0,4,85.7,62.5,37.5,62.5,7,0,13,7,3,1,0,0,https://www.skysports.com/football/norwich-city-vs-tottenham-hotspur/stats/446667,norwich-city-vs-tottenham-hotspur,norwich-city,tottenham-hotspur
22nd May 2022,4:00 PM,Etihad Stadium,h,"53,395",1,3,7,2,71.5,28.5,24,4,5,2,10,1,9,1,88,67.1,3,1,13,1,1,2,45.5,52.9,57.1,42.9,0,2,5,11,0,2,0,0,https://www.skysports.com/football/manchester-city-vs-aston-villa/stats/446666,manchester-city-vs-aston-villa,manchester-city,aston-villa
22nd May 2022,4:00 PM,Anfield,h,"53,097",5,3,13,1,62.9,37.1,29,7,8,5,7,2,14,0,88.6,80.8,4,3,5,3,3,1,61.9,33.3,63.6,36.4,4,4,6,3,1,0,0,0,https://www.skysports.com/football/liverpool-vs-wolverhampton-wanderers/stats/446665,liverpool-vs-wolverhampton-wanderers,liverpool,wolverhampton-wanderers
22nd May 2022,4:00 PM,The King Power Stadium,h,"32,003",18,4,20,1,50.9,49.1,12,7,6,2,4,5,2,0,78.8,77.2,5,0,3,3,1,3,25,76.5,44.4,55.6,1,2,10,5,0,1,0,0,https://www.skysports.com/football/leicester-city-vs-southampton/stats/446664,leicester-city-vs-southampton,leicester-city,southampton
22nd May 2022,4:00 PM,Selhurst Park,h,"25,434",11,1,3,0,38.4,61.6,6,10,3,4,3,2,0,4,72.8,83.1,0,1,3,6,2,4,37.5,58.8,44.4,55.6,4,2,12,22,2,4,0,0,https://www.skysports.com/football/crystal-palace-vs-manchester-united/stats/446663,crystal-palace-vs-manchester-united,crystal-palace,manchester-united
22nd May 2022,4:00 PM,Stamford Bridge,h,"32,089",12,2,21,1,71.7,28.3,19,8,8,3,6,2,5,3,90.6,74.4,4,2,3,3,0,2,50,52,62.5,37.5,2,6,9,9,0,0,0,0,https://www.skysports.com/football/chelsea-vs-watford/stats/446662,chelsea-vs-watford,chelsea,watford
22nd May 2022,4:00 PM,Turf Moor,a,"21,361",23,1,4,2,51.4,48.6,12,8,5,6,4,2,3,0,69.5,71.3,1,2,8,2,5,0,63.6,54.5,50,50,4,3,8,9,1,0,0,0,https://www.skysports.com/football/burnley-vs-newcastle-united/stats/446661,burnley-vs-newcastle-united,burnley,newcastle-united
22nd May 2022,4:00 PM,Amex Stadium,h,"31,604",6,3,14,1,49.9,50.1,18,7,7,2,4,2,7,3,82.4,81.5,1,0,5,6,0,0,66.7,64.3,60.6,39.4,1,4,9,9,1,1,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-west-ham-united/stats/446660,brighton-and-hove-albion-vs-west-ham-united,brighton-and-hove-albion,west-ham-united
22nd May 2022,4:00 PM,Gtech Community Stadium,a,"16,957",9,1,19,2,48.7,51.3,14,14,5,6,7,6,2,2,77.4,74.4,1,1,3,2,0,2,66.7,60,63.6,36.4,4,4,11,13,2,1,1,0,https://www.skysports.com/football/brentford-vs-leeds-united/stats/446659,brentford-vs-leeds-united,brentford,leeds-united
22nd May 2022,4:00 PM,Emirates Stadium,h,"60,201",2,5,17,1,73.7,26.3,26,6,9,2,8,3,9,1,90,65,2,2,12,2,2,0,50,38.1,34.8,65.2,1,4,8,9,0,1,0,0,https://www.skysports.com/football/arsenal-vs-everton/stats/446658,arsenal-vs-everton,arsenal,everton
19th May 2022,7:45 PM,Goodison Park,h,"38,448",17,3,11,2,43.2,56.8,12,7,6,5,4,2,2,0,70.3,77.3,1,1,4,5,0,3,52,65,58.9,41.1,3,3,9,12,2,3,0,0,https://www.skysports.com/football/everton-vs-crystal-palace/stats/446609,everton-vs-crystal-palace,everton,crystal-palace
19th May 2022,8:00 PM,Villa Park,d,"40,468",7,1,23,1,71.3,28.7,22,10,9,5,7,2,6,3,90.1,68.4,0,1,13,6,1,0,62.5,54.5,48.3,51.7,3,8,11,20,0,1,0,1,https://www.skysports.com/football/aston-villa-vs-burnley/stats/446458,aston-villa-vs-burnley,aston-villa,burnley
19th May 2022,8:00 PM,"St James' Park, Newcastle",h,"52,274",4,2,2,0,50.6,49.4,16,11,4,2,7,4,5,5,80,77.9,2,0,12,8,6,1,72.2,53.3,66.7,33.3,2,3,11,8,0,3,0,0,https://www.skysports.com/football/newcastle-united-vs-arsenal/stats/446652,newcastle-united-vs-arsenal,newcastle-united,arsenal
17th May 2022,7:45 PM,St. Mary's Stadium,a,"31,588",20,1,5,2,29.1,70.9,4,24,2,5,0,10,2,9,75.3,89.2,0,0,1,9,0,2,60,55.6,53.6,46.4,3,1,6,6,2,0,0,0,https://www.skysports.com/football/southampton-vs-liverpool/stats/446653,southampton-vs-liverpool,southampton,liverpool
16th March 2022,8:00 PM,Stamford Bridge,d,"31,478",12,1,18,1,67.2,32.8,20,2,7,1,5,1,8,0,92.7,79.2,3,0,6,0,1,1,50,44.4,57.9,42.1,0,6,13,7,4,1,0,0,https://www.skysports.com/football/chelsea-vs-leicester-city/stats/446551,chelsea-vs-leicester-city,chelsea,leicester-city
16th May 2022,8:15 PM,Emirates Stadium,a,"59,968",2,0,5,2,48.4,51.6,9,9,2,3,3,2,4,4,80.6,82.2,1,1,1,6,4,2,75,50,28.6,71.4,1,2,9,9,0,1,0,0,https://www.skysports.com/football/arsenal-vs-liverpool/stats/446548,arsenal-vs-liverpool,arsenal,liverpool
15th May 2022,4:30 PM,Goodison Park,a,"38,819",17,2,9,3,27.5,72.5,10,18,5,7,5,10,0,1,67.5,85.3,2,2,5,2,2,1,40,21.4,50,50,4,3,8,8,0,3,2,0,https://www.skysports.com/football/everton-vs-brentford/stats/446649,everton-vs-brentford,everton,brentford
15th May 2022,2:00 PM,Molineux,d,"31,219",13,1,22,1,64,36,17,11,4,2,7,8,6,1,89.1,76.6,1,3,5,3,0,0,75,58.3,58.3,41.7,1,3,5,10,0,3,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-norwich-city/stats/446657,wolverhampton-wanderers-vs-norwich-city,wolverhampton-wanderers,norwich-city
15th May 2022,2:00 PM,London Stadium,d,"59,972",14,2,1,2,21.8,78.2,6,31,2,8,3,10,1,13,65.1,91.1,1,0,4,9,1,0,63.6,70,48.6,51.4,7,0,9,5,3,1,0,0,https://www.skysports.com/football/west-ham-united-vs-manchester-city/stats/446656,west-ham-united-vs-manchester-city,west-ham-united,manchester-city
15th May 2022,2:00 PM,Elland Road,d,"36,638",19,1,6,1,50.3,49.7,19,15,5,6,10,7,4,2,70.1,73.9,2,4,8,1,1,1,53.8,38.5,37.1,62.9,5,3,16,8,3,2,0,0,https://www.skysports.com/football/leeds-united-vs-brighton-and-hove-albion/stats/446650,leeds-united-vs-brighton-and-hove-albion,leeds-united,brighton-and-hove-albion
15th May 2022,2:00 PM,Vicarage Road,a,"20,257",21,1,18,5,40.5,59.5,13,13,5,7,8,6,0,0,77.8,85.4,3,5,7,3,3,2,52.6,53.8,40.6,59.4,2,4,4,6,0,1,0,0,https://www.skysports.com/football/watford-vs-leicester-city/stats/446655,watford-vs-leicester-city,watford,leicester-city
15th May 2022,2:00 PM,Villa Park,d,"41,136",7,1,11,1,48.4,51.6,13,16,4,4,5,6,4,6,82.3,84.2,0,1,1,5,1,0,60,33.3,35.7,64.3,3,3,11,15,1,3,0,0,https://www.skysports.com/football/aston-villa-vs-crystal-palace/stats/446648,aston-villa-vs-crystal-palace,aston-villa,crystal-palace
15th May 2022,12:00 PM,Tottenham Hotspur Stadium,h,"61,729",8,1,23,0,68.3,31.7,21,8,8,1,7,6,6,1,87.8,73.9,2,1,8,2,1,2,66.7,41.2,53.3,46.7,1,6,12,8,3,2,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-burnley/stats/446654,tottenham-hotspur-vs-burnley,tottenham-hotspur,burnley
12th May 2022,7:45 PM,Tottenham Hotspur Stadium,h,"62,027",8,3,2,0,57.6,42.4,16,9,6,5,5,2,5,2,89.5,85.2,4,0,2,2,1,0,37.5,33.3,50,50,5,3,8,15,1,3,0,1,https://www.skysports.com/football/tottenham-hotspur-vs-arsenal/stats/446505,tottenham-hotspur-vs-arsenal,tottenham-hotspur,arsenal
11th May 2022,8:15 PM,Molineux,a,"30,914",13,1,1,5,33.7,66.3,7,15,3,5,3,9,1,1,83.3,91.6,0,3,6,2,2,3,56.3,45.5,26.7,73.3,0,2,2,11,0,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-manchester-city/stats/446617,wolverhampton-wanderers-vs-manchester-city,wolverhampton-wanderers,manchester-city
11th May 2022,7:45 PM,Vicarage Road,d,"20,653",21,0,17,0,48.2,51.8,6,16,0,5,5,4,1,7,81.9,79.1,0,0,1,13,1,1,66.7,68,44.7,55.3,5,0,5,12,1,2,0,0,https://www.skysports.com/football/watford-vs-everton/stats/446586,watford-vs-everton,watford,everton
11th May 2022,7:45 PM,The King Power Stadium,h,"30,892",18,3,22,0,64.9,35.1,20,9,8,5,5,4,7,0,89.5,80.5,3,2,10,2,1,0,70.8,63.2,75,25,5,5,10,5,0,0,0,0,https://www.skysports.com/football/leicester-city-vs-norwich-city/stats/446494,leicester-city-vs-norwich-city,leicester-city,norwich-city
11th May 2022,7:30 PM,Elland Road,a,"36,549",19,0,12,3,32.1,67.9,5,17,0,4,4,10,1,3,78.6,90.8,1,0,1,5,0,3,62.5,52.9,45.5,54.5,0,0,10,14,1,0,1,0,https://www.skysports.com/football/leeds-united-vs-chelsea/stats/446610,leeds-united-vs-chelsea,leeds-united,chelsea
10th May 2022,8:00 PM,Villa Park,a,"41,919",7,1,5,2,39.2,60.8,9,17,4,6,5,8,0,3,75.5,83.2,2,1,2,3,3,2,58.3,66.7,54.5,45.5,3,3,10,12,0,0,0,0,https://www.skysports.com/football/aston-villa-vs-liverpool/stats/446608,aston-villa-vs-liverpool,aston-villa,liverpool
8th May 2022,4:30 PM,Etihad Stadium,h,"53,336",1,5,4,0,71.4,28.6,21,7,9,3,8,3,4,1,90.6,76.9,6,3,8,2,1,4,62.5,47.4,63.6,36.4,3,4,6,11,1,3,0,0,https://www.skysports.com/football/manchester-city-vs-newcastle-united/stats/446646,manchester-city-vs-newcastle-united,manchester-city,newcastle-united
8th May 2022,2:00 PM,Carrow Road,a,"26,428",22,0,14,4,36.5,63.5,8,13,2,5,2,3,4,5,85.4,90.7,1,1,9,5,2,3,58.3,41.7,46.7,53.3,1,2,7,7,1,1,0,0,https://www.skysports.com/football/norwich-city-vs-west-ham-united/stats/446647,norwich-city-vs-west-ham-united,norwich-city,west-ham-united
8th May 2022,2:00 PM,Emirates Stadium,h,"60,108",2,2,19,1,63.2,36.8,19,3,9,2,8,0,2,1,89.5,78.3,1,2,8,2,1,0,62.5,62.5,46.7,53.3,1,7,13,15,2,2,0,1,https://www.skysports.com/football/arsenal-vs-leeds-united/stats/446638,arsenal-vs-leeds-united,arsenal,leeds-united
8th May 2022,2:00 PM,The King Power Stadium,a,"32,001",18,1,17,2,66,34,16,10,9,4,6,3,1,3,86.4,72,2,1,6,1,2,0,56.3,69.2,61.3,38.7,2,7,11,6,3,0,0,0,https://www.skysports.com/football/leicester-city-vs-everton/stats/446644,leicester-city-vs-everton,leicester-city,everton
7th May 2022,7:30 PM,Anfield,d,"53,177",5,1,8,1,64.9,35.1,22,8,3,3,6,2,13,3,85.8,74.9,0,1,11,5,0,0,57.9,60,55.6,44.4,2,2,12,8,3,2,0,0,https://www.skysports.com/football/liverpool-vs-tottenham-hotspur/stats/446645,liverpool-vs-tottenham-hotspur,liverpool,tottenham-hotspur
7th May 2022,5:30 PM,Amex Stadium,h,"31,637",6,4,3,0,42,58,17,15,6,5,7,7,4,3,78.6,84.6,3,1,7,6,3,3,81.8,84.6,40.9,59.1,5,1,13,9,0,2,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-manchester-united/stats/446640,brighton-and-hove-albion-vs-manchester-united,brighton-and-hove-albion,manchester-united
7th May 2022,3:00 PM,Stamford Bridge,d,"32,190",12,2,13,2,59.3,40.7,19,14,6,4,8,9,5,1,85.8,78.3,0,2,9,3,2,1,50,61.1,60,40,2,4,7,11,1,3,0,0,https://www.skysports.com/football/chelsea-vs-wolverhampton-wanderers/stats/446642,chelsea-vs-wolverhampton-wanderers,chelsea,wolverhampton-wanderers
7th May 2022,3:00 PM,Selhurst Park,h,"24,622",11,1,21,0,67.7,32.3,15,6,7,1,4,2,4,3,85.2,69.8,1,0,8,5,2,0,36.4,62.5,45.2,54.8,1,6,11,18,2,1,0,1,https://www.skysports.com/football/crystal-palace-vs-watford/stats/446643,crystal-palace-vs-watford,crystal-palace,watford
7th May 2022,3:00 PM,Gtech Community Stadium,h,"17,051",9,3,20,0,40.4,59.6,18,19,5,4,8,10,5,5,72,80,4,0,4,7,0,2,70,29.4,51.7,48.3,4,2,12,9,0,1,0,0,https://www.skysports.com/football/brentford-vs-southampton/stats/446639,brentford-vs-southampton,brentford,southampton
7th May 2022,3:00 PM,Turf Moor,a,"20,891",23,1,7,3,49,51,14,12,6,7,7,2,1,3,78.1,79.8,1,2,4,5,1,2,37.5,46.2,48.5,51.5,4,5,13,11,1,2,0,0,https://www.skysports.com/football/burnley-vs-aston-villa/stats/446641,burnley-vs-aston-villa,burnley,aston-villa
2nd May 2022,8:00 PM,Old Trafford,h,"73,482",3,3,9,0,64.1,35.9,9,12,5,4,3,5,1,3,91.2,82.2,1,1,3,8,3,2,72.7,55.6,60,40,4,3,4,6,1,0,0,0,https://www.skysports.com/football/manchester-united-vs-brentford/stats/446631,manchester-united-vs-brentford,manchester-united,brentford
1st May 2022,4:30 PM,London Stadium,a,"59,959",14,1,2,2,56.6,43.4,8,13,3,7,1,4,4,2,85.8,83,0,1,3,7,1,0,54.5,56.3,45.5,54.5,5,2,7,9,2,2,0,0,https://www.skysports.com/football/west-ham-united-vs-arsenal/stats/446636,west-ham-united-vs-arsenal,west-ham-united,arsenal
1st May 2022,2:00 PM,Tottenham Hotspur Stadium,h,"59,482",8,3,18,1,39.3,60.7,13,6,7,2,4,3,2,1,80.4,86.4,2,0,7,3,2,0,70,56.3,72,28,1,4,13,8,2,3,0,0,https://www.skysports.com/football/tottenham-hotspur-vs-leicester-city/stats/446634,tottenham-hotspur-vs-leicester-city,tottenham-hotspur,leicester-city
1st May 2022,2:00 PM,Goodison Park,h,"39,256",17,1,12,0,21.7,78.3,9,17,4,5,4,7,1,5,58.9,88.5,2,1,3,8,0,2,76.9,33.3,50,50,5,3,9,12,3,5,0,0,https://www.skysports.com/football/everton-vs-chelsea/stats/446629,everton-vs-chelsea,everton,chelsea
30th April 2022,5:30 PM,Elland Road,a,"35,771",19,0,1,4,40.9,59.1,7,19,2,6,1,6,4,7,78.1,88.7,2,5,3,6,3,1,44.8,44.4,42.9,57.1,2,1,13,3,1,2,0,0,https://www.skysports.com/football/leeds-united-vs-manchester-city/stats/446630,leeds-united-vs-manchester-city,leeds-united,manchester-city
30th April 2022,3:00 PM,Villa Park,h,"40,290",7,2,22,0,45.1,54.9,21,9,6,3,8,6,7,0,79.6,81.9,2,0,2,3,3,0,73.1,50,52.6,47.4,3,4,16,8,4,1,0,0,https://www.skysports.com/football/aston-villa-vs-norwich-city/stats/446628,aston-villa-vs-norwich-city,aston-villa,norwich-city
30th April 2022,3:00 PM,Molineux,a,"31,243",13,0,6,3,49.2,50.8,11,17,1,9,5,4,5,4,82.3,82.7,0,1,7,3,1,1,68.4,81.8,57.1,42.9,6,1,6,4,2,1,0,0,https://www.skysports.com/football/wolverhampton-wanderers-vs-brighton-and-hove-albion/stats/446637,wolverhampton-wanderers-vs-brighton-and-hove-albion,wolverhampton-wanderers,brighton-and-hove-albion
30th April 2022,3:00 PM,Vicarage Road,a,"20,738",21,1,23,2,46.5,53.5,13,17,1,6,9,5,3,6,63.8,67.9,0,1,5,6,1,0,50,56.3,56.6,43.4,4,1,13,9,1,2,0,0,https://www.skysports.com/football/watford-vs-burnley/stats/446635,watford-vs-burnley,watford,burnley
30th April 2022,3:00 PM,St. Mary's Stadium,a,"31,359",20,1,11,2,38.3,61.7,8,14,3,5,3,3,2,6,67.8,82.4,0,0,6,7,0,4,73.9,62.5,59.3,40.7,3,2,13,11,1,3,0,0,https://www.skysports.com/football/southampton-vs-crystal-palace/stats/446633,southampton-vs-crystal-palace,southampton,crystal-palace
30th April 2022,12:30 PM,"St James' Park, Newcastle",a,"52,281",4,0,5,1,33.9,66.1,4,24,2,10,1,10,1,4,64.2,83.7,0,2,0,6,9,1,52.6,40,54.1,45.9,9,2,11,11,1,3,0,0,https://www.skysports.com/football/newcastle-united-vs-liverpool/stats/446632,newcastle-united-vs-liverpool,newcastle-united,liverpool
28th April 2022,7:45 PM,Old Trafford,d,"73,564",3,1,12,1,35.2,64.8,6,21,3,6,1,9,2,6,78.8,88.5,1,3,2,9,2,3,75,50,55.6,44.4,5,2,9,12,0,1,0,0,https://www.skysports.com/football/manchester-united-vs-chelsea/stats/446651,manchester-united-vs-chelsea,manchester-united,chelsea
25th April 2022,8:00 PM,Selhurst Park,d,"25,357",11,0,19,0,52.5,47.5,17,9,7,2,6,4,4,3,75.2,69.1,0,0,6,3,1,1,53.8,58.6,57.8,42.2,2,7,12,13,2,2,0,0,https://www.skysports.com/football/crystal-palace-vs-leeds-united/stats/446623,crystal-palace-vs-leeds-united,crystal-palace,leeds-united
24th April 2022,4:30 PM,Anfield,h,"53,213",5,2,17,0,82.4,17.6,18,9,4,1,11,4,3,4,89.1,54.9,2,0,13,1,1,0,66.7,50,54.2,45.8,1,2,8,8,2,5,0,0,https://www.skysports.com/football/liverpool-vs-everton/stats/446625,liverpool-vs-everton,liverpool,everton
24th April 2022,2:00 PM,Stamford Bridge,h,"32,231",12,1,14,0,66.6,33.4,26,6,5,2,9,2,12,2,88.5,74.6,1,0,3,1,2,2,54.5,71.4,50,50,2,4,11,9,1,0,0,1,https://www.skysports.com/football/chelsea-vs-west-ham-united/stats/446622,chelsea-vs-west-ham-united,chelsea,west-ham-united
24th April 2022,2:00 PM,Turf Moor,h,"19,246",23,1,13,0,35.9,64.1,14,10,5,4,5,1,4,5,74.1,82.7,1,0,3,6,5,2,70,57.1,47.8,52.2,4,4,8,7,3,1,0,0,https://www.skysports.com/football/burnley-vs-wolverhampton-wanderers/stats/446621,burnley-vs-wolverhampton-wanderers,burnley,wolverhampton-wanderers
24th April 2022,2:00 PM,Amex Stadium,d,"31,335",6,2,20,2,48.8,51.2,8,18,5,5,0,6,3,7,65.1,70.5,1,0,6,6,2,3,47.1,30.8,53.3,46.7,3,4,12,7,1,0,0,0,https://www.skysports.com/football/brighton-and-hove-albion-vs-southampton/stats/446620,brighton-and-hove-albion-vs-southampton,brighton-and-hove-albion,southampton
23rd April 2022,5:30 PM,Gtech Community Stadium,d,"17,072",9,0,8,0,44,56,15,9,2,0,6,4,7,5,75.3,84.8,1,0,12,8,1,1,50,72.7,48.4,51.6,0,1,8,7,2,1,0,0,https://www.skysports.com/football/brentford-vs-tottenham-hotspur/stats/446619,brentford-vs-tottenham-hotspur,brentford,tottenham-hotspur
23rd April 2022,3:00 PM,Carrow Road,a,"26,910",22,0,4,3,45.4,54.6,5,13,2,7,3,6,0,0,75.5,83,2,2,2,3,1,0,60,73.3,47.6,52.4,4,2,11,10,0,2,0,0,https://www.skysports.com/football/norwich-city-vs-newcastle-united/stats/446627,norwich-city-vs-newcastle-united,norwich-city,newcastle-united
